elev,shp,time,elb,rie
64.2,53.64,18:32:24:154,52.05,34.09
79.78,58.42,18:32:24:291,25.25,666.0
83.39,57.67,18:32:24:418,17.44,666.0
85.69,53.34,18:32:24:548,10.8,666.0
85.83,42.98,18:32:24:674,19.88,666.0
82.66,37.76,18:32:24:795,13.85,666.0
82.54,29.54,18:32:24:925,15.96,666.0
82.55,22.36,18:32:25:066,15.72,666.0
82.13,14.26,18:32:25:199,13.51,666.0
82.78,1.9,18:32:25:337,15.33,666.0
83.28,-5.84,18:32:25:456,13.78,666.0
83.33,-10.55,18:32:25:576,13.07,666.0
83.33,-16.11,18:32:25:704,14.84,666.0
83.54,-19.69,18:32:25:836,13.64,666.0
83.19,-21.1,18:32:25:961,8.54,666.0
83.11,-21.37,18:32:26:092,10.98,666.0
82.95,-20.93,18:32:26:226,12.5,666.0
82.96,-20.03,18:32:26:352,14.05,666.0
82.67,-18.06,18:32:26:494,14.41,666.0
82.38,-12.87,18:32:26:638,15.45,666.0
80.65,-4.43,18:32:26:760,19.44,666.0
79.11,13.04,18:32:26:885,13.11,666.0
78.47,15.3,18:32:27:005,23.4,666.0
80.15,31.21,18:32:27:137,17.17,666.0
81.23,39.27,18:32:27:274,19.79,666.0
84.03,49.75,18:32:27:406,11.52,666.0
83.2,56.4,18:32:27:532,16.22,666.0
81.62,64.66,18:32:27:657,16.65,666.0
76.12,66.79,18:32:27:791,22.08,666.0
60.16,65.81,18:32:27:912,51.28,24.73
58.67,57.88,18:32:28:037,57.02,32.76
65.21,54.71,18:32:28:174,50.39,44.39
64.86,53.11,18:32:28:298,45.86,44.09
71.59,52.71,18:32:28:423,42.03,52.2
72.31,53.24,18:32:28:558,40.99,51.79
72.7,55.48,18:32:28:686,42.95,51.22
71.43,56.62,18:32:28:820,44.19,25.03
81.72,61.09,18:32:28:961,16.95,666.0
85.66,53.96,18:32:29:122,9.0,666.0
85.69,44.49,18:32:29:268,1.83,666.0
83.25,33.91,18:32:29:407,10.65,666.0
82.7,19.28,18:32:29:549,18.12,666.0
83.49,10.85,18:32:29:701,12.69,666.0
83.16,1.97,18:32:29:835,15.81,666.0
84.1,-3.93,18:32:29:986,10.42,666.0
84.5,-13.32,18:32:30:135,8.96,666.0
84.27,-18.84,18:32:30:285,8.32,666.0
83.24,-20.84,18:32:30:432,6.6,666.0
82.95,-20.72,18:32:30:574,6.55,666.0
82.63,-20.23,18:32:30:716,6.21,666.0
82.7,-18.45,18:32:30:859,13.03,666.0
82.72,-14.49,18:32:30:998,15.28,666.0
82.02,-5.67,18:32:31:128,14.46,666.0
80.82,5.77,18:32:31:274,16.06,666.0
81.57,18.87,18:32:31:413,16.86,666.0
81.09,33.35,18:32:31:574,15.09,666.0
82.21,42.76,18:32:31:721,11.23,666.0
82.03,50.0,18:32:31:876,14.67,666.0
82.05,58.99,18:32:32:015,10.39,666.0
77.01,66.93,18:32:32:175,15.33,666.0
58.41,66.53,18:32:32:313,45.45,20.64
56.97,64.13,18:32:32:448,45.31,19.37
56.81,61.35,18:32:32:593,45.61,24.97
57.25,59.48,18:32:32:724,53.25,29.78
