elev,shp,time,elb,rie
86.08,54.4,15:05:34:634,8.65,666.0
86.34,57.63,15:05:34:767,16.44,666.0
83.46,62.23,15:05:34:908,14.21,666.0
82.96,63.98,15:05:35:041,17.68,666.0
82.62,67.87,15:05:35:177,22.38,666.0
80.44,71.83,15:05:35:312,20.48,666.0
62.83,70.25,15:05:35:433,49.23,3.07
62.92,68.06,15:05:35:555,51.0,7.64
82.87,67.92,15:05:35:697,27.65,666.0
86.71,70.19,15:05:35:822,20.72,666.0
84.63,69.48,15:05:35:939,20.2,666.0
83.58,64.11,15:05:36:062,24.65,666.0
82.91,65.11,15:05:36:191,20.59,666.0
84.42,60.17,15:05:36:338,18.28,666.0
85.07,54.53,15:05:36:467,16.82,666.0
86.19,50.57,15:05:36:592,9.88,666.0
83.95,38.66,15:05:36:714,18.55,666.0
85.35,36.92,15:05:36:838,12.62,666.0
84.12,29.92,15:05:36:965,10.53,666.0
83.49,23.67,15:05:37:092,13.73,666.0
82.78,16.65,15:05:37:233,15.24,666.0
83.47,13.53,15:05:37:349,12.38,666.0
82.51,5.54,15:05:37:475,15.53,666.0
82.55,1.88,15:05:37:598,12.47,666.0
82.06,-1.27,15:05:37:718,11.9,666.0
81.09,-3.75,15:05:37:842,10.29,666.0
80.59,-5.98,15:05:37:964,10.22,666.0
80.23,-7.68,15:05:38:084,10.79,666.0
80.2,-8.41,15:05:38:211,11.16,666.0
80.03,-8.41,15:05:38:345,12.05,666.0
80.44,-6.89,15:05:38:468,13.23,666.0
81.82,-3.46,15:05:38:602,13.74,666.0
82.01,2.22,15:05:38:730,16.41,666.0
82.34,9.84,15:05:38:849,13.98,666.0
83.48,17.52,15:05:38:971,18.61,666.0
84.51,25.52,15:05:39:109,16.28,666.0
84.79,36.19,15:05:39:242,9.26,666.0
84.92,40.57,15:05:39:374,16.05,666.0
87.0,48.97,15:05:39:502,8.81,666.0
86.58,57.65,15:05:39:621,7.97,666.0
86.72,61.41,15:05:39:751,7.99,666.0
82.21,67.05,15:05:39:871,10.09,666.0
80.34,68.53,15:05:39:988,15.72,666.0
68.5,69.65,15:05:40:110,37.42,13.05
66.37,65.49,15:05:40:227,43.68,19.54
64.82,64.31,15:05:40:353,49.22,18.28
77.79,73.36,15:05:40:491,27.48,666.0
78.64,71.39,15:05:40:621,20.27,666.0
80.48,71.17,15:05:40:744,19.56,666.0
79.02,69.04,15:05:40:869,21.34,666.0
79.24,64.6,15:05:40:993,18.78,666.0
83.22,61.37,15:05:41:116,18.24,666.0
83.14,52.77,15:05:41:237,17.13,666.0
85.27,52.37,15:05:41:363,9.36,666.0
80.43,41.32,15:05:41:481,20.91,666.0
82.86,38.95,15:05:41:603,10.57,666.0
82.18,33.77,15:05:41:723,11.74,666.0
83.13,27.55,15:05:41:849,11.87,666.0
84.04,20.2,15:05:41:985,10.2,666.0
83.78,11.19,15:05:42:120,13.25,666.0
83.78,5.1,15:05:42:257,13.49,666.0
85.13,-2.78,15:05:42:400,12.34,666.0
85.65,-6.67,15:05:42:531,12.11,666.0
85.1,-10.97,15:05:42:657,9.26,666.0
84.3,-13.11,15:05:42:788,9.53,666.0
84.15,-13.04,15:05:42:950,9.79,666.0
83.93,-12.36,15:05:43:080,11.74,666.0
83.13,-9.25,15:05:43:221,13.51,666.0
82.55,-4.2,15:05:43:357,16.74,666.0
82.92,5.22,15:05:43:504,16.54,666.0
83.49,13.2,15:05:43:656,15.62,666.0
83.33,20.75,15:05:43:784,14.86,666.0
83.49,28.76,15:05:43:913,13.0,666.0
83.97,41.02,15:05:44:051,10.63,666.0
82.88,45.2,15:05:44:194,12.92,666.0
86.06,54.43,15:05:44:337,9.24,666.0
83.45,56.75,15:05:44:481,16.68,666.0
84.52,61.21,15:05:44:629,16.91,666.0
84.77,64.43,15:05:44:782,17.66,666.0
82.56,66.02,15:05:44:941,21.16,666.0
78.1,67.02,15:05:45:081,29.54,666.0
79.24,63.46,15:05:45:227,33.42,44.35
84.31,71.1,15:05:45:367,18.0,666.0
84.47,68.43,15:05:45:509,23.83,666.0
84.42,67.14,15:05:45:648,25.65,666.0
86.7,70.15,15:05:45:785,9.46,666.0
82.42,61.7,15:05:45:906,26.61,666.0
79.94,58.55,15:05:46:033,26.51,666.0
83.76,56.88,15:05:46:177,13.33,666.0
79.54,41.95,15:05:46:301,37.12,52.03
83.73,45.17,15:05:46:430,12.89,666.0
81.8,32.61,15:05:46:567,17.34,666.0
83.32,29.76,15:05:46:697,10.06,666.0
83.47,19.51,15:05:46:819,13.48,666.0
83.48,11.31,15:05:46:941,12.38,666.0
82.82,1.62,15:05:47:062,16.0,666.0
82.82,-3.71,15:05:47:194,16.73,666.0
83.06,-7.86,15:05:47:305,15.45,666.0
82.84,-10.21,15:05:47:434,12.66,666.0
82.6,-10.33,15:05:47:552,8.33,666.0
82.26,-10.64,15:05:47:668,10.21,666.0
82.31,-10.33,15:05:47:795,10.24,666.0
82.42,-10.71,15:05:47:930,10.58,666.0
82.67,-12.04,15:05:48:054,11.28,666.0
82.91,-13.08,15:05:48:186,11.01,666.0
83.27,-12.88,15:05:48:306,13.84,666.0
84.05,-6.87,15:05:48:430,16.28,666.0
84.09,-1.39,15:05:48:557,18.27,666.0
83.65,8.98,15:05:48:696,16.08,666.0
82.94,20.58,15:05:48:818,16.51,666.0
83.54,35.99,15:05:48:943,10.14,666.0
83.23,42.49,15:05:49:068,11.97,666.0
81.87,43.04,15:05:49:202,18.0,666.0
86.51,56.56,15:05:49:324,7.51,666.0
86.75,60.18,15:05:49:440,9.1,666.0
82.62,64.11,15:05:49:567,18.19,666.0
81.84,66.01,15:05:49:705,18.15,666.0
81.46,70.61,15:05:49:831,20.07,666.0
83.12,71.02,15:05:49:952,19.87,666.0
83.43,71.95,15:05:50:066,19.35,666.0
84.17,70.2,15:05:50:190,20.78,666.0
86.76,68.85,15:05:50:315,21.1,666.0
87.4,67.68,15:05:50:445,21.77,666.0
88.03,69.55,15:05:50:568,16.21,666.0
85.97,68.71,15:05:50:685,14.31,666.0
92.97,70.52,15:05:50:802,9.56,666.0
84.76,63.91,15:05:50:928,19.14,666.0
83.52,59.72,15:05:51:057,23.22,666.0
85.31,58.07,15:05:51:188,16.58,666.0
86.95,49.83,15:05:51:304,18.37,666.0
