elev,shp,time,elb,rie
119.78,60.59,18:29:30:650,18.64,666.0
134.05,57.98,18:29:30:818,16.46,666.0
141.93,52.72,18:29:30:987,16.8,666.0
148.95,44.09,18:29:31:147,16.17,666.0
153.24,38.62,18:29:31:290,17.64,666.0
152.9,29.64,18:29:31:430,17.88,666.0
152.73,29.23,18:29:31:575,17.95,666.0
152.51,29.4,18:29:31:722,17.95,666.0
149.55,43.7,18:29:31:866,18.68,666.0
143.57,50.99,18:29:32:015,16.1,666.0
135.72,59.91,18:29:32:171,15.96,666.0
123.35,67.62,18:29:32:330,15.44,666.0
106.18,66.65,18:29:32:478,19.76,666.0
94.28,70.42,18:29:32:620,19.61,666.0
82.01,70.03,18:29:32:753,22.26,666.0
75.29,69.15,18:29:32:890,19.07,666.0
38.82,57.99,18:29:33:027,43.93,14.06
41.57,65.62,18:29:33:157,21.58,666.0
30.97,64.5,18:29:33:293,26.71,666.0
21.91,59.85,18:29:33:427,33.96,11.02
11.53,49.36,18:29:33:548,36.42,-0.37
7.71,28.66,18:29:33:675,32.28,-0.66
7.45,-4.92,18:29:33:812,30.36,0.1
8.22,-24.26,18:29:33:949,28.82,666.0
9.47,-28.68,18:29:34:086,31.36,1.46
10.58,-27.76,18:29:34:225,32.6,1.8
11.32,-26.09,18:29:34:355,33.03,2.03
11.53,-24.35,18:29:34:476,33.72,1.98
11.59,-12.26,18:29:34:603,35.59,5.13
12.94,25.5,18:29:34:725,35.95,6.23
25.13,56.57,18:29:34:857,37.39,11.57
43.62,69.01,18:29:34:982,24.27,666.0
57.51,73.1,18:29:35:122,19.5,666.0
65.5,68.94,18:29:35:262,28.89,666.0
71.07,64.84,18:29:35:389,34.7,18.81
87.01,67.16,18:29:35:511,20.27,666.0
99.75,64.41,18:29:35:657,16.0,666.0
107.32,63.51,18:29:35:787,14.94,666.0
118.62,60.91,18:29:35:919,16.4,666.0
124.05,62.58,18:29:36:045,17.24,666.0
129.09,62.26,18:29:36:176,17.38,666.0
134.88,62.07,18:29:36:325,14.91,666.0
142.89,61.78,18:29:36:473,13.72,666.0
